Class Method Name, LOC (from CFG), Cyclomatic Complexity
org/assertj/core/internal/ComparatorBasedComparisonStrategy.iterableRemoves,39.0,4.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.iterablesRemoveFirst,42.0,4.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.areEqual,36.0,5.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.duplicatesFrom,8.0,1.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.newSetUsingComparisonStrategy,10.0,1.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.asText,15.0,1.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.toString,9.0,1.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.getComparator,7.0,1.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.stringStartsWith,34.0,3.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.stringEndsWith,36.0,3.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.stringContains,52.0,4.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.isGreaterThan,16.0,2.0
org/assertj/core/internal/ComparatorBasedComparisonStrategy.isStandard,6.0,1.0
org/assertj/core/internal/ComparisonStrategy.areEqual,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.isGreaterThan,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.isGreaterThanOrEqualTo,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.isLessThan,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.isLessThanOrEqualTo,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.iterableContains,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.iterableRemoves,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.iterablesRemoveFirst,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.duplicatesFrom,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.arrayContains,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.stringContains,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.stringStartsWith,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.stringEndsWith,2.0,1.0
org/assertj/core/internal/ComparisonStrategy.isStandard,2.0,1.0
org/assertj/core/internal/Conditions.<clinit>,9.0,1.0
org/assertj/core/internal/Conditions.instance,6.0,1.0
org/assertj/core/internal/Conditions.<init>,14.0,1.0
org/assertj/core/internal/Conditions.assertIs,25.0,2.0
org/assertj/core/internal/Conditions.assertIsNot,25.0,2.0
org/assertj/core/internal/Conditions.assertHas,25.0,2.0
org/assertj/core/internal/Conditions.assertDoesNotHave,25.0,2.0
org/assertj/core/internal/Conditions.assertIsNotNull,13.0,1.0
org/assertj/core/internal/Conditions.assertIsNotNull,13.0,1.0
org/assertj/core/internal/Dates.<clinit>,9.0,1.0
org/assertj/core/internal/Dates.instance,6.0,1.0
org/assertj/core/internal/Dates.<init>,10.0,1.0
org/assertj/core/internal/Dates.<init>,19.0,1.0
org/assertj/core/internal/Dates.getComparator,20.0,2.0
org/assertj/core/internal/Dates.assertIsBefore,35.0,2.0
org/assertj/core/internal/Dates.assertIsBeforeOrEqualsTo,35.0,2.0
org/assertj/core/internal/Dates.assertIsAfter,35.0,2.0
org/assertj/core/internal/Dates.assertIsAfterOrEqualsTo,35.0,2.0
org/assertj/core/internal/Dates.assertIsEqualWithPrecision,126.0,3.0
org/assertj/core/internal/Dates.assertIsBetween,32.0,2.0
org/assertj/core/internal/Dates.actualIsBetweenGivenPeriod,70.0,5.0
org/assertj/core/internal/Dates.assertIsNotBetween,32.0,2.0
org/assertj/core/internal/Dates.assertIsInThePast,30.0,2.0
org/assertj/core/internal/Dates.assertIsToday,40.0,2.0
org/assertj/core/internal/Dates.assertIsInTheFuture,30.0,2.0
org/assertj/core/internal/Dates.assertIsBeforeYear,28.0,2.0
org/assertj/core/internal/Dates.assertIsAfterYear,28.0,2.0
org/assertj/core/internal/Dates.assertHasYear,29.0,2.0
org/assertj/core/internal/Dates.assertHasMonth,29.0,2.0
org/assertj/core/internal/Dates.assertHasDayOfMonth,29.0,2.0
org/assertj/core/internal/Dates.assertHasDayOfWeek,29.0,2.0
org/assertj/core/internal/Dates.assertHasHourOfDay,29.0,2.0
org/assertj/core/internal/Dates.assertHasMinute,29.0,2.0
org/assertj/core/internal/Dates.assertHasSecond,29.0,2.0
org/assertj/core/internal/Dates.assertHasMillisecond,29.0,2.0
org/assertj/core/internal/Dates.assertIsInSameYearAs,32.0,2.0
org/assertj/core/internal/Dates.areInSameYear,15.0,2.0
org/assertj/core/internal/Dates.assertIsInSameMonthAs,32.0,2.0
org/assertj/core/internal/Dates.areInSameMonth,19.0,3.0
org/assertj/core/internal/Dates.assertIsInSameDayAs,32.0,2.0
org/assertj/core/internal/Dates.areInSameDayOfMonth,19.0,3.0
org/assertj/core/internal/Dates.assertIsInSameHourAs,32.0,2.0
org/assertj/core/internal/Dates.assertIsInSameHourWindowAs,32.0,2.0
org/assertj/core/internal/Dates.areInSameHourWindow,18.0,2.0
org/assertj/core/internal/Dates.areInSameHour,19.0,3.0
org/assertj/core/internal/Dates.assertIsInSameMinuteAs,32.0,2.0
org/assertj/core/internal/Dates.assertIsInSameMinuteWindowAs,32.0,2.0
org/assertj/core/internal/Dates.areInSameMinute,19.0,3.0
org/assertj/core/internal/Dates.areInSameMinuteWindow,18.0,2.0
org/assertj/core/internal/Dates.assertIsInSameSecondAs,32.0,2.0
org/assertj/core/internal/Dates.assertIsInSameSecondWindowAs,32.0,2.0
org/assertj/core/internal/Dates.areInSameSecondWindow,18.0,2.0
org/assertj/core/internal/Dates.areInSameSecond,19.0,3.0
org/assertj/core/internal/Dates.assertIsCloseTo,43.0,2.0
org/assertj/core/internal/Dates.assertHasTime,29.0,2.0
org/assertj/core/internal/Dates.assertHasSameTime,36.0,2.0
org/assertj/core/internal/Dates.hasSameTimeAs,22.0,1.0
org/assertj/core/internal/Dates.dateParameterIsNotNull,11.0,1.0
org/assertj/core/internal/Dates.startDateParameterIsNotNull,11.0,1.0
org/assertj/core/internal/Dates.endDateParameterIsNotNull,11.0,1.0
org/assertj/core/internal/Dates.assertNotNull,11.0,1.0
org/assertj/core/internal/Dates.isBeforeOrEqualTo,10.0,1.0
org/assertj/core/internal/Dates.areEqual,10.0,1.0
org/assertj/core/internal/Dates.isAfterOrEqualTo,10.0,1.0
org/assertj/core/internal/Dates.isBefore,10.0,1.0
org/assertj/core/internal/Dates.isAfter,10.0,1.0
org/assertj/core/internal/Dates.$SWITCH_TABLE$java$util$concurrent$TimeUnit,104.0,3.0
org/assertj/core/internal/DeepDifference$Difference.<init>,24.0,1.0
org/assertj/core/internal/DeepDifference$Difference.getPath,7.0,1.0
org/assertj/core/internal/DeepDifference$Difference.getActual,7.0,1.0
org/assertj/core/internal/DeepDifference$Difference.getOther,7.0,1.0
org/assertj/core/internal/DeepDifference$Difference.toString,25.0,1.0
org/assertj/core/internal/DeepDifference$DualKey.<init>,24.0,1.0
org/assertj/core/internal/DeepDifference$DualKey.equals,35.0,4.0
org/assertj/core/internal/DeepDifference$DualKey.hashCode,38.0,3.0
org/assertj/core/internal/DeepDifference$DualKey.toString,20.0,1.0
org/assertj/core/internal/DeepDifference$DualKey.getPath,7.0,1.0
org/assertj/core/internal/DeepDifference$DualKey.getConcatenatedPath,10.0,1.0
org/assertj/core/internal/DeepDifference$DualKey.access$0,7.0,1.0
org/assertj/core/internal/DeepDifference$DualKey.access$1,7.0,1.0
org/assertj/core/internal/DeepDifference$DualKey.<init>,10.0,1.0
org/assertj/core/internal/DeepDifference.<clinit>,15.0,1.0
org/assertj/core/internal/DeepDifference.<init>,7.0,1.0
org/assertj/core/internal/DeepDifference.determineDifferences,43.0,3.0
org/assertj/core/internal/DeepDifference.determineDifferences,621.0,36.0
org/assertj/core/internal/DeepDifference.hasCustomComparator,45.0,4.0
org/assertj/core/internal/DeepDifference.initStack,181.0,12.0
org/assertj/core/internal/DeepDifference.getFieldsNames,37.0,2.0
org/assertj/core/internal/DeepDifference.isContainerType,16.0,3.0
org/assertj/core/internal/DeepDifference.compareArrays,63.0,4.0
org/assertj/core/internal/DeepDifference.compareOrderedCollection,59.0,4.0
org/assertj/core/internal/DeepDifference.compareUnorderedCollectionByHashCodes,93.0,5.0
org/assertj/core/internal/DeepDifference.compareUnorderedCollection,111.0,9.0
org/assertj/core/internal/DeepDifference.compareSortedMap,96.0,5.0
org/assertj/core/internal/DeepDifference.compareUnorderedMap,138.0,7.0
org/assertj/core/internal/DeepDifference.hasCustomEquals,77.0,4.0
org/assertj/core/internal/DeepDifference.deepHashCode,214.0,12.0
org/assertj/core/internal/DeepDifference.hasCustomHashCode,69.0,4.0
org/assertj/core/internal/Diff.<init>,7.0,1.0
org/assertj/core/internal/Diff.diff,13.0,1.0
org/assertj/core/internal/Diff.diff,13.0,1.0
org/assertj/core/internal/Diff.diff,13.0,1.0
org/assertj/core/internal/Diff.diff,11.0,1.0
org/assertj/core/internal/Diff.diff,13.0,1.0
org/assertj/core/internal/Diff.readerFor,13.0,1.0
org/assertj/core/internal/Diff.readerFor,12.0,1.0
org/assertj/core/internal/Diff.diff,66.0,2.0
org/assertj/core/internal/Diff.linesFromBufferedReader,31.0,2.0
org/assertj/core/internal/DoubleArrays.<clinit>,9.0,1.0
org/assertj/core/internal/DoubleArrays.instance,6.0,1.0
org/assertj/core/internal/DoubleArrays.<init>,10.0,1.0
org/assertj/core/internal/DoubleArrays.<init>,27.0,1.0
org/assertj/core/internal/DoubleArrays.getComparator,8.0,1.0
org/assertj/core/internal/DoubleArrays.assertNullOrEmpty,14.0,1.0
org/assertj/core/internal/DoubleArrays.assertEmpty,14.0,1.0
org/assertj/core/internal/DoubleArrays.assertNotEmpty,14.0,1.0
org/assertj/core/internal/DoubleArrays.assertHasSize,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertHasSameSizeAs,13.0,1.0
org/assertj/core/internal/DoubleArrays.assertHasSameSizeAs,13.0,1.0
org/assertj/core/internal/DoubleArrays.assertContains,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertContains,17.0,1.0
org/assertj/core/internal/DoubleArrays.assertDoesNotContain,17.0,1.0
org/assertj/core/internal/DoubleArrays.assertContainsOnly,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertContainsOnlyOnce,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertContainsExactly,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertContainsExactlyInAnyOrder,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertContainsSequence,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertContainsSubsequence,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertDoesNotContain,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertDoesNotHaveDuplicates,14.0,1.0
org/assertj/core/internal/DoubleArrays.assertStartsWith,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertEndsWith,15.0,1.0
org/assertj/core/internal/DoubleArrays.assertIsSorted,14.0,1.0
org/assertj/core/internal/DoubleArrays.assertIsSortedAccordingToComparator,13.0,1.0
org/assertj/core/internal/Doubles.<clinit>,9.0,1.0
org/assertj/core/internal/Doubles.instance,6.0,1.0
org/assertj/core/internal/Doubles.<init>,9.0,1.0
org/assertj/core/internal/Doubles.<init>,10.0,1.0
org/assertj/core/internal/Doubles.zero,7.0,1.0
org/assertj/core/internal/Doubles.one,7.0,1.0
org/assertj/core/internal/Doubles.NaN,7.0,1.0
org/assertj/core/internal/Doubles.absDiff,12.0,1.0
org/assertj/core/internal/Doubles.one,7.0,1.0
org/assertj/core/internal/Doubles.zero,7.0,1.0
org/assertj/core/internal/Doubles.NaN,7.0,1.0
org/assertj/core/internal/Doubles.absDiff,11.0,1.0
org/assertj/core/internal/ErrorMessages.arrayIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.arrayIsEmpty,6.0,1.0
org/assertj/core/internal/ErrorMessages.iterableIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.iterableIsEmpty,6.0,1.0
org/assertj/core/internal/ErrorMessages.descriptionIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.keysToLookForIsEmpty,6.0,1.0
org/assertj/core/internal/ErrorMessages.keysToLookForIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.entriesToLookForIsEmpty,6.0,1.0
org/assertj/core/internal/ErrorMessages.entriesToLookForIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.entryToLookForIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.isNotArray,13.0,1.0
org/assertj/core/internal/ErrorMessages.iterableToLookForIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.offsetIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.offsetValueIsNotPositive,6.0,1.0
org/assertj/core/internal/ErrorMessages.percentageValueIsInRange,15.0,1.0
org/assertj/core/internal/ErrorMessages.regexPatternIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.charSequenceToLookForIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.valuesToLookForIsEmpty,6.0,1.0
org/assertj/core/internal/ErrorMessages.valuesToLookForIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.iterableValuesToLookForIsEmpty,6.0,1.0
org/assertj/core/internal/ErrorMessages.iterableValuesToLookForIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.dateToCompareActualWithIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.startDateToCompareActualWithIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.endDateToCompareActualWithIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.arrayOfValuesToLookForIsNull,6.0,1.0
org/assertj/core/internal/ErrorMessages.arrayOfValuesToLookForIsEmpty,6.0,1.0
org/assertj/core/internal/ErrorMessages.emptySequence,6.0,1.0
org/assertj/core/internal/ErrorMessages.emptySubsequence,6.0,1.0
org/assertj/core/internal/ErrorMessages.nullSequence,6.0,1.0
org/assertj/core/internal/ErrorMessages.nullSubsequence,6.0,1.0
org/assertj/core/internal/ErrorMessages.<init>,7.0,1.0
org/assertj/core/internal/Failures.<clinit>,13.0,1.0
org/assertj/core/internal/Failures.instance,6.0,1.0
org/assertj/core/internal/Failures.setRemoveAssertJRelatedElementsFromStackTrace,10.0,1.0
org/assertj/core/internal/Failures.isRemoveAssertJRelatedElementsFromStackTrace,7.0,1.0
org/assertj/core/internal/Failures.<init>,19.0,1.0
org/assertj/core/internal/Failures.failure,28.0,2.0
org/assertj/core/internal/Failures.failure,40.0,2.0
org/assertj/core/internal/Failures.failureIfErrorMessageIsOverridden,36.0,2.0
org/assertj/core/internal/Failures.failure,22.0,1.0
org/assertj/core/internal/Failures.expectedThrowableNotThrown,16.0,1.0
org/assertj/core/internal/Failures.printThreadDumpIfNeeded,15.0,2.0
org/assertj/core/internal/Failures.removeAssertJRelatedElementsFromStackTraceIfNeeded,15.0,2.0
org/assertj/core/internal/Failures.enablePrintThreadDump,10.0,1.0
org/assertj/core/internal/Failures.threadDumpDescription,114.0,3.0
org/assertj/core/internal/FieldByFieldComparator.<init>,19.0,1.0
org/assertj/core/internal/FieldByFieldComparator.<init>,23.0,1.0
org/assertj/core/internal/FieldByFieldComparator.compare,37.0,6.0
org/assertj/core/internal/FieldByFieldComparator.areEqual,28.0,2.0
org/assertj/core/internal/FieldByFieldComparator.toString,6.0,1.0
org/assertj/core/internal/Files.<clinit>,9.0,1.0
org/assertj/core/internal/Files.instance,6.0,1.0
org/assertj/core/internal/Files.<init>,28.0,1.0
org/assertj/core/internal/Files.assertSameContentAs,122.0,4.0
org/assertj/core/internal/Files.assertHasBinaryContent,63.0,3.0
org/assertj/core/internal/Files.assertHasContent,65.0,3.0
org/assertj/core/internal/Files.verifyIsFile,23.0,1.0
org/assertj/core/internal/Files.assertIsFile,23.0,2.0
org/assertj/core/internal/Files.assertIsDirectory,23.0,2.0
org/assertj/core/internal/Files.assertIsAbsolute,20.0,2.0
org/assertj/core/internal/Files.assertIsRelative,20.0,2.0
org/assertj/core/internal/Files.isAbsolutePath,12.0,1.0
org/assertj/core/internal/Files.assertExists,23.0,2.0
org/assertj/core/internal/Files.assertDoesNotExist,23.0,2.0
org/assertj/core/internal/Files.assertCanWrite,23.0,2.0
org/assertj/core/internal/Files.assertCanRead,23.0,2.0
org/assertj/core/internal/Files.assertHasParent,64.0,4.0
org/assertj/core/internal/Files.assertHasExtension,39.0,2.0
org/assertj/core/internal/Files.getFileExtension,30.0,2.0
org/assertj/core/internal/Files.assertHasName,32.0,2.0
org/assertj/core/internal/Files.assertNotNull,11.0,1.0
org/assertj/core/internal/Files.assertHasNoParent,23.0,2.0
org/assertj/core/internal/FloatArrays.<clinit>,9.0,1.0
org/assertj/core/internal/FloatArrays.instance,6.0,1.0
org/assertj/core/internal/FloatArrays.<init>,10.0,1.0
org/assertj/core/internal/FloatArrays.<init>,27.0,1.0
org/assertj/core/internal/FloatArrays.getComparator,8.0,1.0
org/assertj/core/internal/FloatArrays.assertNullOrEmpty,14.0,1.0
org/assertj/core/internal/FloatArrays.assertEmpty,14.0,1.0
org/assertj/core/internal/FloatArrays.assertNotEmpty,14.0,1.0
org/assertj/core/internal/FloatArrays.assertHasSize,15.0,1.0
org/assertj/core/internal/FloatArrays.assertHasSameSizeAs,13.0,1.0
org/assertj/core/internal/FloatArrays.assertHasSameSizeAs,13.0,1.0
org/assertj/core/internal/FloatArrays.assertContains,15.0,1.0
org/assertj/core/internal/FloatArrays.assertContains,17.0,1.0
org/assertj/core/internal/FloatArrays.assertDoesNotContain,17.0,1.0
org/assertj/core/internal/FloatArrays.assertContainsOnly,15.0,1.0
org/assertj/core/internal/FloatArrays.assertContainsExactly,15.0,1.0
org/assertj/core/internal/FloatArrays.assertContainsExactlyInAnyOrder,15.0,1.0
org/assertj/core/internal/FloatArrays.assertContainsOnlyOnce,15.0,1.0
org/assertj/core/internal/FloatArrays.assertContainsSequence,15.0,1.0
org/assertj/core/internal/FloatArrays.assertContainsSubsequence,15.0,1.0
org/assertj/core/internal/FloatArrays.assertDoesNotContain,15.0,1.0
org/assertj/core/internal/FloatArrays.assertDoesNotHaveDuplicates,14.0,1.0
org/assertj/core/internal/FloatArrays.assertStartsWith,15.0,1.0
org/assertj/core/internal/FloatArrays.assertEndsWith,15.0,1.0
org/assertj/core/internal/FloatArrays.assertIsSorted,14.0,1.0
org/assertj/core/internal/FloatArrays.assertIsSortedAccordingToComparator,13.0,1.0
org/assertj/core/internal/Floats.<clinit>,9.0,1.0
org/assertj/core/internal/Floats.instance,6.0,1.0
org/assertj/core/internal/Floats.<init>,9.0,1.0
org/assertj/core/internal/Floats.<init>,10.0,1.0
org/assertj/core/internal/Floats.zero,7.0,1.0
org/assertj/core/internal/Floats.one,7.0,1.0
org/assertj/core/internal/Floats.NaN,7.0,1.0
org/assertj/core/internal/Floats.absDiff,12.0,1.0
org/assertj/core/internal/Floats.one,7.0,1.0
org/assertj/core/internal/Floats.zero,7.0,1.0
org/assertj/core/internal/Floats.NaN,7.0,1.0
org/assertj/core/internal/Floats.absDiff,11.0,1.0
org/assertj/core/internal/Futures.<clinit>,9.0,1.0
org/assertj/core/internal/Futures.<init>,14.0,1.0
org/assertj/core/internal/Futures.instance,6.0,1.0
org/assertj/core/internal/Futures.assertIsCancelled,26.0,2.0
org/assertj/core/internal/Futures.assertIsNotCancelled,26.0,2.0
org/assertj/core/internal/Futures.assertIsDone,26.0,2.0
org/assertj/core/internal/Futures.assertIsNotDone,26.0,2.0
org/assertj/core/internal/Futures.assertNotNull,11.0,1.0
org/assertj/core/internal/IgnoringFieldsComparator.<init>,16.0,1.0
org/assertj/core/internal/IgnoringFieldsComparator.<init>,14.0,1.0
org/assertj/core/internal/IgnoringFieldsComparator.getFields,7.0,1.0
org/assertj/core/internal/IgnoringFieldsComparator.areEqual,28.0,2.0
org/assertj/core/internal/IgnoringFieldsComparator.toString,19.0,1.0
org/assertj/core/internal/InputStreams.<clinit>,9.0,1.0
org/assertj/core/internal/InputStreams.instance,6.0,1.0
org/assertj/core/internal/InputStreams.<init>,21.0,1.0
org/assertj/core/internal/InputStreams.assertSameContentAs,67.0,3.0
org/assertj/core/internal/InputStreams.assertNotNull,11.0,1.0
org/assertj/core/internal/InputStreamsException.<init>,10.0,1.0
org/assertj/core/internal/InputStreamsException.<init>,11.0,1.0
org/assertj/core/internal/IntArrays.<clinit>,9.0,1.0
org/assertj/core/internal/IntArrays.instance,6.0,1.0
org/assertj/core/internal/IntArrays.<init>,10.0,1.0
org/assertj/core/internal/IntArrays.<init>,27.0,1.0
org/assertj/core/internal/IntArrays.getComparator,8.0,1.0
org/assertj/core/internal/IntArrays.assertNullOrEmpty,14.0,1.0
org/assertj/core/internal/IntArrays.assertEmpty,14.0,1.0
org/assertj/core/internal/IntArrays.assertNotEmpty,14.0,1.0
org/assertj/core/internal/IntArrays.assertHasSize,15.0,1.0
org/assertj/core/internal/IntArrays.assertHasSameSizeAs,13.0,1.0
org/assertj/core/internal/IntArrays.assertHasSameSizeAs,13.0,1.0
org/assertj/core/internal/IntArrays.assertContains,15.0,1.0
org/assertj/core/internal/IntArrays.assertContains,17.0,1.0
org/assertj/core/internal/IntArrays.assertDoesNotContain,17.0,1.0
org/assertj/core/internal/IntArrays.assertContainsOnly,15.0,1.0
org/assertj/core/internal/IntArrays.assertContainsExactly,15.0,1.0
org/assertj/core/internal/IntArrays.assertContainsExactlyInAnyOrder,15.0,1.0
org/assertj/core/internal/IntArrays.assertContainsOnlyOnce,15.0,1.0
org/assertj/core/internal/IntArrays.assertContainsSequence,15.0,1.0
org/assertj/core/internal/IntArrays.assertContainsSubsequence,15.0,1.0
org/assertj/core/internal/IntArrays.assertDoesNotContain,15.0,1.0
org/assertj/core/internal/IntArrays.assertDoesNotHaveDuplicates,14.0,1.0
org/assertj/core/internal/IntArrays.assertStartsWith,15.0,1.0
org/assertj/core/internal/IntArrays.assertEndsWith,15.0,1.0
org/assertj/core/internal/IntArrays.assertIsSorted,14.0,1.0
org/assertj/core/internal/IntArrays.assertIsSortedAccordingToComparator,13.0,1.0
org/assertj/core/internal/Integers.<clinit>,9.0,1.0
org/assertj/core/internal/Integers.instance,6.0,1.0
org/assertj/core/internal/Integers.<init>,9.0,1.0
org/assertj/core/internal/Integers.<init>,10.0,1.0
org/assertj/core/internal/Integers.zero,7.0,1.0
org/assertj/core/internal/Integers.one,7.0,1.0
org/assertj/core/internal/Integers.absDiff,12.0,1.0
org/assertj/core/internal/Integers.isGreaterThan,15.0,2.0
org/assertj/core/internal/Integers.one,7.0,1.0
org/assertj/core/internal/Integers.isGreaterThan,11.0,1.0
org/assertj/core/internal/Integers.zero,7.0,1.0
org/assertj/core/internal/Integers.absDiff,11.0,1.0
org/assertj/core/internal/IterableDiff.diff,11.0,1.0
org/assertj/core/internal/IterableDiff.<init>,32.0,1.0
org/assertj/core/internal/IterableDiff.differencesFound,18.0,3.0
org/assertj/core/internal/IterableDiff.missingElements,42.0,3.0
org/assertj/core/internal/IterableDiff.unexpectedElements,42.0,3.0
org/assertj/core/internal/IterableDiff.iterableContains,10.0,1.0
org/assertj/core/internal/IterableElementComparisonStrategy.<init>,14.0,1.0
org/assertj/core/internal/IterableElementComparisonStrategy.areEqual,47.0,8.0
org/assertj/core/internal/IterableElementComparisonStrategy.compareElementsOf,54.0,4.0
org/assertj/core/internal/IterableElementComparisonStrategy.toString,15.0,1.0
org/assertj/core/internal/IterableElementComparisonStrategy.asText,15.0,1.0
org/assertj/core/internal/IterableElementComparisonStrategy.isStandard,6.0,1.0
org/assertj/core/internal/Iterables.<clinit>,9.0,1.0
org/assertj/core/internal/Iterables.instance,6.0,1.0
org/assertj/core/internal/Iterables.<init>,10.0,1.0
org/assertj/core/internal/Iterables.<init>,24.0,1.0
org/assertj/core/internal/Iterables.getComparator,20.0,2.0
org/assertj/core/internal/Iterables.getComparisonStrategy,7.0,1.0
org/assertj/core/internal/Iterables.assertNullOrEmpty,18.0,2.0
org/assertj/core/internal/Iterables.assertEmpty,24.0,2.0
org/assertj/core/internal/Iterables.assertNotEmpty,23.0,2.0
org/assertj/core/internal/Iterables.assertHasSize,19.0,1.0
org/assertj/core/internal/Iterables.assertHasSameSizeAs,24.0,1.0
org/assertj/core/internal/Iterables.assertHasSameSizeAs,19.0,1.0
org/assertj/core/internal/Iterables.assertContains,24.0,2.0
org/assertj/core/internal/Iterables.assertIterableContainsGivenValues,68.0,4.0
org/assertj/core/internal/Iterables.iterableContains,10.0,1.0
org/assertj/core/internal/Iterables.iterablesRemoveFirst,12.0,1.0
org/assertj/core/internal/Iterables.assertContainsOnly,53.0,3.0
org/assertj/core/internal/Iterables.assertContainsOnlyOnce,112.0,7.0
org/assertj/core/internal/Iterables.assertContainsSequence,51.0,4.0
org/assertj/core/internal/Iterables.assertDoesNotContainSequence,58.0,3.0
org/assertj/core/internal/Iterables.assertContainsSubsequence,71.0,6.0
org/assertj/core/internal/Iterables.assertContainsSubsequence,17.0,1.0
org/assertj/core/internal/Iterables.assertDoesNotContainSubsequence,94.0,5.0
org/assertj/core/internal/Iterables.assertIsSubsetOf,65.0,4.0
org/assertj/core/internal/Iterables.containsSequenceAtGivenIndex,50.0,4.0
org/assertj/core/internal/Iterables.areEqual,10.0,1.0
org/assertj/core/internal/Iterables.actualDoesNotContainSequence,14.0,1.0
org/assertj/core/internal/Iterables.actualDoesContainSequence,15.0,1.0
org/assertj/core/internal/Iterables.actualDoesNotContainSubsequence,14.0,1.0
org/assertj/core/internal/Iterables.actualContainsSubsequence,15.0,1.0
org/assertj/core/internal/Iterables.assertDoesNotContain,74.0,4.0
org/assertj/core/internal/Iterables.assertDoesNotContainAnyElementsOf,22.0,1.0
org/assertj/core/internal/Iterables.assertDoesNotHaveDuplicates,36.0,2.0
org/assertj/core/internal/Iterables.assertStartsWith,80.0,6.0
org/assertj/core/internal/Iterables.actualDoesNotStartWithSequence,14.0,1.0
org/assertj/core/internal/Iterables.assertEndsWith,92.0,6.0
org/assertj/core/internal/Iterables.commonCheckThatIterableAssertionSucceeds,32.0,3.0
org/assertj/core/internal/Iterables.assertContainsNull,26.0,2.0
org/assertj/core/internal/Iterables.assertDoesNotContainNull,26.0,2.0
org/assertj/core/internal/Iterables.assertAre,55.0,3.0
org/assertj/core/internal/Iterables.assertAreNot,55.0,3.0
org/assertj/core/internal/Iterables.assertHave,55.0,3.0
org/assertj/core/internal/Iterables.assertDoNotHave,55.0,3.0
org/assertj/core/internal/Iterables.assertAreAtLeast,51.0,3.0
org/assertj/core/internal/Iterables.conditionIsSatisfiedAtLeastNTimes,21.0,2.0
org/assertj/core/internal/Iterables.assertAreAtMost,51.0,3.0
org/assertj/core/internal/Iterables.conditionIsSatisfiedAtMostNTimes,21.0,2.0
org/assertj/core/internal/Iterables.assertAreExactly,51.0,3.0
org/assertj/core/internal/Iterables.conditionIsSatisfiedNTimes,21.0,2.0
org/assertj/core/internal/Iterables.assertHaveAtLeast,51.0,3.0
org/assertj/core/internal/Iterables.assertHaveAtMost,51.0,3.0
org/assertj/core/internal/Iterables.assertHaveExactly,51.0,3.0
org/assertj/core/internal/Iterables.assertContainsAll,31.0,2.0
org/assertj/core/internal/Iterables.assertContainsExactly,138.0,5.0
org/assertj/core/internal/Iterables.assertContainsExactlyInAnyOrder,96.0,5.0
org/assertj/core/internal/Iterables.assertNotNull,11.0,1.0
org/assertj/core/internal/Iterables.actualDoesNotEndWithSequence,14.0,1.0
org/assertj/core/internal/Iterables.notSatisfyingCondition,40.0,3.0
org/assertj/core/internal/Iterables.satisfiesCondition,40.0,3.0
org/assertj/core/internal/Iterables.checkIsNotEmptySequence,16.0,2.0
